name,spellLevel,shortDescription,"Cleric, Druid, Wizard Scroll Cost",Sorcerer Scroll Cost,Bard Scroll Cost,"Paladin, Ranger Scroll Cost",Lowest Scroll Cost
Scroll of Geas/Quest,"bard 6, cleric/oracle 6, sorcerer/wizard 6, inquisitor 5, witch 6, psychic 6, mesmerist 6","As lesser geas, but affects any creature.",1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Symbol Of Distraction,"bard 6, cleric/oracle 6, mesmerist 6, occultist 4, psychic 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Symbol of Persuasion,"cleric/oracle 6, sorcerer/wizard 6, witch 6, occultist 4, mesmerist 6",Triggered rune charms nearby creatures.,1650.0,1800.0,0.0,0.0,1650.0
"Scroll of Blessing Of Luck And Resolve, Mass","cleric/oracle 6, inquisitor 6, paladin 4",,1650.0,0.0,0.0,1000.0,1000.0
Scroll of Bless Army,cleric/oracle 6,,1650.0,0.0,0.0,0.0,1650.0
Scroll of Curse Of The Outcast,"bard 4, cleric/oracle 6, inquisitor 4, mesmerist 4, shaman 6, witch 6",Curse someone to rub people the wrong way.,1650.0,0.0,1000.0,0.0,1000.0
Scroll of Awaken The Devoured,"cleric/oracle 5, inquisitor 4, psychic 5, shaman 5, sorcerer/wizard 5, spiritualist 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Animate Objects,"bard 6, cleric/oracle 6, witch 6, occultist 6, psychic 6",Objects attack your foes.,1650.0,0.0,2400.0,0.0,1650.0
Scroll of Antilife Shell,"cleric/oracle 6, druid 6, shaman 6, psychic 6",10-ft.-radius field hedges out living creatures.,1650.0,0.0,0.0,0.0,1650.0
"Scroll of Bear's Endurance, Mass","cleric/oracle 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, shaman 6, psychic 6, unchained summoner 6","As bear’s endurance, affects 1 subject/level.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Blade Barrier,"cleric/oracle 6, inquisitor 6, occultist 6, psychic 6", Wall of blades deals 1d6/level damage.,1650.0,0.0,0.0,0.0,1650.0
"Scroll of Bull's Strength, Mass","cleric/oracle 6, druid 6, sorcerer/wizard 6, summoner 4, magus 6, shaman 6, psychic 6, unchained summoner 6","As bull’s strength, affects 1 subject/level.",1650.0,1800.0,0.0,0.0,1650.0
"Scroll of Dispel Magic, Greater","bard 5, cleric/oracle 6, druid 6, sorcerer/wizard 6, witch 6, inquisitor 6, summoner/unchained summoner 5, magus 6, shaman 6, occultist 5, psychic 6, spiritualist 6","Works as dispel magic, but can affect multiple targets.",1650.0,1800.0,1625.0,0.0,1625.0
"Scroll of Eagle's Splendor, Mass","bard 6, cleric/oracle 6, sorcerer/wizard 6, summoner 4, shaman 6, psychic 6, unchained summoner 6","As eagle’s splendor, affects 1 subject/level.",1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Commune With Plane,"cleric/oracle 5, psychic 5, ranger 4, summoner 5, witch 5",Learn about local planar terrain.,1125.0,0.0,0.0,1000.0,1000.0
"Scroll of Owl's Wisdom, Mass","cleric/oracle 6, druid 6, sorcerer/wizard 6, summoner 4, shaman 6, psychic 6, unchained summoner 6","As owl’s wisdom, affects 1 subject/level.",1650.0,1800.0,0.0,0.0,1650.0
"Scroll of Planar Adaptation, Mass","cleric/oracle 6, sorcerer/wizard 7, summoner/unchained summoner 6, occultist 6, psychic 6","As planar adaptation, but affects multiple creatures.",1650.0,2450.0,0.0,0.0,1650.0
Scroll of Dust Form,"alchemist 5, cleric/oracle 6, druid 6, witch 6, psychic 6",You become an incorporeal creature of dust for a short period of time.,1650.0,0.0,0.0,0.0,1650.0
Scroll of Spellcrash,"cleric/oracle 6, sorcerer/wizard 6, witch 6, psychic 6",Target loses a 5th-level prepared spell or spell slot.,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Mage's Decree,"bard 5, cleric/oracle 6, inquisitor 5, mesmerist 5, psychic 6, sorcerer/wizard 6, summoner/unchained summoner 5, witch 6",Send a message to creatures within miles.,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Truespeak,"bard 4, cleric/oracle 6, sorcerer/wizard 5, witch 5, psychic 5, mesmerist 4",,1125.0,1250.0,1000.0,0.0,1000.0
Scroll of Alaznist's Jinx,"antipaladin 4, bard 4, cleric/oracle 6, inquisitor 5, occultist 5, psychic 6, shaman 5, sorcerer/wizard 6, witch 5",,1650.0,1800.0,1000.0,0.0,1000.0
Scroll of Commune with Nature,"druid 5, ranger 4, shaman 5, psychic 5",Learn about terrain for 1 mile/level.,1125.0,0.0,0.0,1000.0,1000.0
Scroll of Dream Reality,"alchemist 5, bard 5, cleric/oracle 6, mesmerist 5, occultist 5, psychic 6, sorcerer/wizard 6",,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Alleviate Corruption,"cleric/oracle 6, psychic 6, shaman 6, spiritualist 6, witch 6"," Attempt to weaken a corruption’s effect at risk to yourself.",1650.0,0.0,0.0,0.0,1650.0
"Scroll of Knock, Mass","cleric/oracle 6, inquisitor 6, mesmerist 6, occultist 6, psychic 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Betraying Sting,"cleric/oracle 6, occultist 6, psychic 6, shaman 6, witch 6",,1650.0,0.0,0.0,0.0,1650.0
Scroll of What Grows Within,"bard 6, cleric/oracle 6, druid 6, mesmerist 6, psychic 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Contact Other Plane,"sorcerer/wizard 5, witch 5, summoner 4, alchemist 5, occultist 4, psychic 5, spiritualist 5, unchained summoner 5", Lets you ask question of extraplanar entity.,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Banishment,"cleric/oracle 6, sorcerer/wizard 7, summoner 5, inquisitor 5, shaman 6, psychic 7, spiritualist 6, unchained summoner 6",Banishes 2 HD/level of extraplanar creatures.,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Create Undead,"cleric/oracle 6, sorcerer/wizard 6, shaman 6, spiritualist 6","Create ghasts, ghouls, mohrgs, or mummies.",1650.0,1800.0,0.0,0.0,1650.0
"Scroll of Minor Reversion, Mass","cleric/oracle 6, psychic 5, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Forbiddance,"cleric/oracle 6, inquisitor 6, occultist 6"," Blocks planar travel, damages creatures of different alignment.",1650.0,0.0,0.0,0.0,1650.0
Scroll of Planar Ally,"cleric/oracle 6, shaman 6, psychic 6"," As lesser planar ally, but up to 12 HD.",1650.0,0.0,0.0,0.0,1650.0
"Scroll of Glyph of Warding, Greater",cleric/oracle 6," As glyph of warding, but up to 10d8 damage or 6th-level spell.",1650.0,0.0,0.0,0.0,1650.0
Scroll of Summon Monster VI,"bard 6, cleric/oracle 6, sorcerer/wizard 6, witch 6, psychic 6, spiritualist 6, unchained summoner 5",Summons extraplanar creature to fight for you.,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Harm,"cleric/oracle 6, witch 7, inquisitor 6, shaman 7, occultist 6, spiritualist 6", Deals 10 points/level damage to target.,1650.0,0.0,0.0,0.0,1650.0
Scroll of Joyful Rapture,"bard 5, cleric/oracle 6, sorcerer/wizard 7, psychic 6, mesmerist 5",Negate harmful emotions.,1650.0,2450.0,1625.0,0.0,1625.0
Scroll of Roaming Pit,"cleric/oracle 6, druid 6, psychic 6, sorcerer/wizard 5, summoner/unchained summoner 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Cruel Jaunt,"antipaladin 4, cleric/oracle 6, inquisitor 6, magus 6, psychic 6, shaman 6, sorcerer/wizard 6, witch 6"," Sense creatures suffering from fear, then teleport close to them.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Word of Recall,"cleric/oracle 6, druid 8, psychic 7",Teleports you back to designated place.,1650.0,0.0,0.0,0.0,1650.0
"Scroll of Cure Moderate Wounds, Mass","bard 6, cleric/oracle 6, druid 7, witch 7, inquisitor 6, shaman 6, occultist 6","Cures 2d8 damage + 1/level, affects 1 subject/level.",1650.0,0.0,2400.0,0.0,1650.0
"Scroll of Inflict Moderate Wounds, Mass","cleric/oracle 6, witch 7, inquisitor 6, shaman 6, occultist 6"," Deals 2d8 damage + 1/level, affects 1 subject/level.",1650.0,0.0,0.0,0.0,1650.0
Scroll of Heal,"cleric/oracle 6, druid 7, alchemist 6, witch 7, inquisitor 6, shaman 7, occultist 6, spiritualist 6","Cures 10 points/level damage, all diseases and mental conditions.",1650.0,0.0,0.0,0.0,1650.0
Scroll of Heroes' Feast,"bard 6, cleric/oracle 6, inquisitor 6",Food for one creature/level cures and grants combat bonuses.,1650.0,0.0,2400.0,0.0,1650.0
Scroll of Genius Avaricious,"cleric/oracle 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Eaglesoul,"cleric/oracle 6, paladin 4, summoner/unchained summoner 5",,1650.0,0.0,0.0,1000.0,1000.0
Scroll of Music of the Spheres,"bard 5, cleric/oracle 6",,1650.0,0.0,1625.0,0.0,1625.0
Scroll of Chains Of Light,"cleric/oracle 6, inquisitor 5, paladin 4, sorcerer/wizard 6",,1650.0,1800.0,0.0,1000.0,1000.0
Scroll of Summon Stampede,"cleric/oracle 6, druid 6, summoner/unchained summoner 4",,1650.0,0.0,0.0,0.0,1650.0
Scroll of Vermicious Assumption,"cleric/oracle 6, summoner/unchained summoner 6",,1650.0,0.0,0.0,0.0,1650.0
Scroll of Sustaining Legend,"bard 5, cleric/oracle 6",,1650.0,0.0,1625.0,0.0,1625.0
"Scroll of Summon Genie, Greater","cleric/oracle 6, sorcerer/wizard 6, summoner/unchained summoner 5, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Summon Vanth,"cleric/oracle 6, sorcerer/wizard 6, summoner/unchained summoner 5, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Summon Laborers,"cleric/oracle 6, shaman 6, summoner/unchained summoner 6, witch 6",,1650.0,0.0,0.0,0.0,1650.0
"Scroll of Neutralize Poison, Greater","alchemist 6, bard 6, cleric/oracle 6, druid 5, inquisitor 6, witch 6",,1125.0,0.0,2400.0,0.0,1125.0
Scroll of Balance Of Suffering,"cleric/oracle 6, inquisitor 6, occultist 6, shaman 6, spiritualist 6, witch 6",,1650.0,0.0,0.0,0.0,1650.0
Scroll of Inspiring Recovery,"cleric/oracle 6, inquisitor 6, paladin 4, ranger 4",,1650.0,0.0,0.0,1000.0,1000.0
Scroll of Open The Dead Roads,cleric/oracle 6,,1650.0,0.0,0.0,0.0,1650.0
Scroll of Symbol of Fear,"cleric/oracle 6, sorcerer/wizard 6, witch 6, occultist 4",Triggered rune panics nearby creatures.,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Undeath to Death,"cleric/oracle 6, sorcerer/wizard 6, inquisitor 6, spiritualist 6",Destroys 1d4 HD/level undead (max. 20d4).,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Wind Walk,"cleric/oracle 6, druid 7, alchemist 6, shaman 7",You and your allies turn vaporous and travel fast.,1650.0,0.0,0.0,0.0,1650.0
Scroll of Cold Ice Strike,"cleric/oracle 6, sorcerer/wizard 6, occultist 6",Cone of ice slivers deals 1d6 cold/level.,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Epidemic,"cleric/oracle 6, druid 6, sorcerer/wizard 7, witch 6",Infect a subject with a highly contagious disease.,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Plague Storm,"cleric/oracle 6, druid 6, sorcerer/wizard 7, witch 6",Cloud infects creatures like contagion.,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Symbol of Sealing,"cleric/oracle 6, sorcerer/wizard 6, witch 6, occultist 4",Create triggered wall of force.,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Impart Mind,"cleric/oracle 6, magus 5, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
"Scroll of Death Knell Aura, Greater","cleric/oracle 6, inquisitor 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Sign Of Wrath,"cleric/oracle 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Elemental Assessor,"cleric/oracle 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Source Severance,"cleric/oracle 6, druid 6, witch 6",,1650.0,0.0,0.0,0.0,1650.0
Scroll of Prying Eyes,"sorcerer/wizard 5, witch 5, occultist 5, psychic 5, mesmerist 5, spiritualist 5", 1d4 + 1/level floating eyes scout for you.,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Hammer Of Mending,"cleric/oracle 6, sorcerer/wizard 5, summoner/unchained summoner 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Plague Bearer,"alchemist 6, antipaladin 6, cleric/oracle 6, druid 6, inquisitor 6, sorcerer/wizard 7, witch 6",,1650.0,2450.0,0.0,0.0,1650.0
"Scroll of Shield Of The Dawnflower, Greater","bard 6, cleric/oracle 6, magus 6",,1650.0,0.0,2400.0,0.0,1650.0
Scroll of Vengeful Stinger,"cleric/oracle 6, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
"Scroll of Discharge, Greater","bard 6, cleric/oracle 6, magus 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,2400.0,0.0,1650.0
"Scroll of Planetary Adaptation, Mass","cleric/oracle 6, sorcerer/wizard 7, summoner/unchained summoner 6",,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Dust Ward,"cleric/oracle 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Dimensional Blade,"antipaladin 4, bloodrager 4, cleric/oracle 6, inquisitor 5, magus 5, paladin 4, sorcerer/wizard 6",,1650.0,1800.0,0.0,1000.0,1000.0
Scroll of Oasis,"cleric/oracle 6, druid 5, sorcerer/wizard 6",,1125.0,1800.0,0.0,0.0,1125.0
Scroll of Seer's Bane,"cleric/oracle 6, inquisitor 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Emblem Of Greed,"cleric/oracle 6, inquisitor 6, magus 6, medium 6, shaman 7, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Overwhelming Poison,"antipaladin 4, cleric/oracle 6, druid 6, ranger 4, shaman 6, witch 6",Make a poison more difficult to resist.,1650.0,0.0,0.0,1000.0,1000.0
"Scroll of Curse Terrain, Greater","cleric/oracle 6, druid 6, shaman 6, sorcerer/wizard 6, witch 6"," Curse an area with six dangerous hazards.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Flesh Wall,"cleric/oracle 6, shaman 6, sorcerer/wizard 6, spiritualist 5, summoner/unchained summoner 5, witch 6"," Create a wall of zombies.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Wither Limb,"cleric/oracle 6, inquisitor 6, shaman 6, sorcerer/wizard 6, spiritualist 5, witch 6"," Make one of the target’s limbs useless.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Enlightened Step,"cleric/oracle 6, druid 6, shaman 6",,1650.0,0.0,0.0,0.0,1650.0
Scroll of Metabolic Molting,"cleric/oracle 6, druid 6, shaman 6, witch 6",,1650.0,0.0,0.0,0.0,1650.0
Scroll of Dream Scan,"bard 6, medium 4, mesmerist 5, psychic 5, sorcerer/wizard 6",Read a dreaming creature’s thoughts.,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Absorb Rune II,"bard 6, cleric/oracle 6, magus 6, occultist 6, sorcerer/wizard 6",,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Wall Of Silver,"bard 5, cleric/oracle 6, inquisitor 5, sorcerer/wizard 6",,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Hellfire Ray,"cleric/oracle 6, magus 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Lash Of The Astradaemon,"cleric/oracle 6, magus 5, sorcerer/wizard 6, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Invoke Deity,"antipaladin 4, cleric/oracle 6, inquisitor 6, medium 4, occultist 6, paladin 4, ranger 4, witch 6",Infuse yourself with the powers of your deity’s planar realm.,1650.0,0.0,0.0,1000.0,1000.0
Scroll of Speak With Soul,"antipaladin 4, cleric/oracle 6, medium 4, paladin 4, shaman 6, spiritualist 6",Hold an extended conversation with a soul.,1650.0,0.0,0.0,1000.0,1000.0
Scroll of Waves of Ecstasy,"bard 6, cleric/oracle 7, sorcerer/wizard 7, witch 7, psychic 7, mesmerist 6",Pleasure stuns and staggers creatures.,2275.0,2450.0,2400.0,0.0,2275.0
Scroll of Pox Of Rumors,"bard 5, cleric/oracle 7, mesmerist 5, psychic 7, sorcerer/wizard 7, spiritualist 5, witch 7",Curse a creature to attract nasty rumors.,2275.0,2450.0,1625.0,0.0,1625.0
Scroll of Lost Legacy,"bard 6, cleric/oracle 7, inquisitor 6, occultist 6, psychic 7, sorcerer/wizard 7, witch 6",,2275.0,2450.0,2400.0,0.0,2275.0
Scroll of Symbol of Stunning,"cleric/oracle 7, sorcerer/wizard 7, witch 7, occultist 5",Triggered rune stuns nearby creatures.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Ethereal Jaunt,"cleric/oracle 7, sorcerer/wizard 7, psychic 6, summoner 5, unchained summoner 6",You become ethereal for 1 round/level.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Awaken Construct,"cleric/oracle 7, occultist 5, psychic 6, shaman 6, sorcerer/wizard 7",Grant a construct humanlike sentience.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Repulsion,"cleric/oracle 7, sorcerer/wizard 6, summoner 5, inquisitor 6, occultist 6, psychic 7, spiritualist 6, unchained summoner 6",Creatures can’t approach you.,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Mind Thrust V,psychic 5,"As mind thrust IV, but target is exhausted or fatigued for 1 round.",0.0,0.0,0.0,0.0,0.0
Scroll of Circle Of Clarity,"cleric/oracle 7, sorcerer/wizard 7, shaman 8, psychic 7",Emanation hampers illusions and stealth.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Lunar Veil,"cleric/oracle 7, sorcerer/wizard 7, witch 7, psychic 7",Dispel light and revert lycanthropes.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Terraform,"cleric/oracle 7, druid 6, sorcerer/wizard 7, witch 7, psychic 7",,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Umbral Strike,"cleric/oracle 7, druid 7, inquisitor 6, magus 6, occultist 6, psychic 7, shaman 7, sorcerer/wizard 7, spiritualist 6, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Particulate Form,"cleric/oracle 7, occultist 5, psychic 7, sorcerer/wizard 7, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Contact Entity IV,"cleric/oracle 7, medium 4, occultist 6, psychic 7, shaman 7, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7"," Ask extraordinarily powerful eldritch entities to find and converse with you, or they may reply telepathically.",2275.0,2450.0,0.0,0.0,2275.0
"Scroll of Hunger For Flesh, Mass","cleric/oracle 7, psychic 7, shaman 7, sorcerer/wizard 7, spiritualist 6, witch 7"," Give creatures bite attacks and a hunger for their own kind’s flesh.",2275.0,2450.0,0.0,0.0,2275.0
Scroll of Bestow Planar Infusion III,"cleric/oracle 7, psychic 7, sorcerer/wizard 7, witch 7",Grant a target the effects of a greater planar infusion.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Blasphemy,"cleric/oracle 7, inquisitor 6"," Kills, paralyzes, weakens, or dazes nonevil subjects.",2275.0,0.0,0.0,0.0,2275.0
Scroll of Control Weather,"cleric/oracle 7, druid 7, sorcerer/wizard 7, witch 7, shaman 7",Changes weather in local area.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Destruction,"cleric/oracle 7, witch 8, shaman 8", Kills subject and destroys remains.,2275.0,0.0,0.0,0.0,2275.0
Scroll of Dictum,"cleric/oracle 7, inquisitor 6"," Kills, paralyzes, staggers, or deafens nonlawful targets.",2275.0,0.0,0.0,0.0,2275.0
Scroll of Holy Word,"cleric/oracle 7, inquisitor 6"," Kills, paralyzes, blinds, or deafens nongood subjects.",2275.0,0.0,0.0,0.0,2275.0
"Scroll of Inflict Serious Wounds, Mass","cleric/oracle 7, witch 8, shaman 7"," Deals 3d8 damage + 1/level, affects 1 subject/level.",2275.0,0.0,0.0,0.0,2275.0
Scroll of Summon Monster VII,"cleric/oracle 7, sorcerer/wizard 7, summoner 5, witch 7, psychic 7, unchained summoner 6",Summons extraplanar creature to fight for you.,2275.0,2450.0,0.0,0.0,2275.0
"Scroll of Create Demiplane, Lesser","cleric/oracle 7, sorcerer/wizard 7, summoner 5, witch 7, occultist 5, psychic 7, unchained summoner 6",Create your own demiplane.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Soul Transfer,"cleric/oracle 7, psychic 7, shaman 7, sorcerer/wizard 7, spiritualist 6, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Refuge,"cleric/oracle 7, sorcerer/wizard 9, witch 9, psychic 8",Alters item to transport its possessor to you.,2275.0,4050.0,0.0,0.0,2275.0
"Scroll of Cure Serious Wounds, Mass","cleric/oracle 7, druid 8, witch 8, shaman 7","Cures 3d8 damage + 1/level, affects 1 subject/level.",2275.0,0.0,0.0,0.0,2275.0
Scroll of Regenerate,"cleric/oracle 7, druid 9, witch 7, shaman 7","Subject’s severed limbs grow back, cures 4d8 damage +1/level (max +35).",2275.0,0.0,0.0,0.0,2275.0
"Scroll of Restoration, Greater","cleric/oracle 7, shaman 7"," As restoration, plus restores all levels and ability scores.",2275.0,0.0,0.0,0.0,2275.0
Scroll of Resurrection,"cleric/oracle 7, witch 8, shaman 8", Fully restore dead subject.,2275.0,0.0,0.0,0.0,2275.0
Scroll of Signifer's Rally,"cleric/oracle 7, sorcerer/wizard 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Maddening Oubliette,"cleric/oracle 7, sorcerer/wizard 7, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Planar Refuge,"cleric/oracle 7, druid 7, sorcerer/wizard 7, shaman 7, summoner/unchained summoner 6, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of False Resurrection,"cleric/oracle 7, shaman 8, witch 8",Appear to resurrect someone but instead allow a shadow demon to possess the corpse.,2275.0,0.0,0.0,0.0,2275.0
Scroll of Frost Mammoth,"cleric/oracle 7, druid 7, shaman 7, sorcerer/wizard 7, summoner/unchained summoner 6",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Symbol Of Weakness,"cleric/oracle 7, sorcerer/wizard 7, witch 7, occultist 5",Triggered rune weakens nearby creatures.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Word Of Chaos,"cleric/oracle 7, inquisitor 6"," Kills, confuses, stuns, or deafens nonchaotic subjects.",2275.0,0.0,0.0,0.0,2275.0
Scroll of Spellcasting Contract,cleric/oracle 7,,2275.0,0.0,0.0,0.0,2275.0
Scroll of Vision of Lamashtu,"cleric/oracle 7, inquisitor 6, witch 7",,2275.0,0.0,0.0,0.0,2275.0
Scroll of Bestow Grace of the Champion,"cleric/oracle 7, paladin 4",Target gains paladin abilities for 1 round/level.,2275.0,0.0,0.0,1000.0,1000.0
Scroll of Jolting Portent,cleric/oracle 7,"You inflict a vengeful fate on a creature, dealing electricity damage each time it attacks or casts a spell.",2275.0,0.0,0.0,0.0,2275.0
